event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
December 27 2008,UFC 92: The Ultimate 2008,Ryo Chonan,Brad Blackburn,Brad Blackburn,3,5.0,22,8
December 27 2008,UFC 92: The Ultimate 2008,Dan Evensen,Pat Barry,Pat Barry,1,2.36,17,2
January 31 2009,UFC 94: St-Pierre vs Penn 2,BJ Penn,Georges St-Pierre,Georges St-Pierre,4,5.0,22,2
January 31 2009,UFC 94: St-Pierre vs Penn 2,Thiago Silva,Lyoto Machida,Lyoto Machida,1,4.59,30,2
January 31 2009,UFC 94: St-Pierre vs Penn 2,Stephan Bonnar,Jon Jones,Jon Jones,3,5.0,22,8
January 31 2009,UFC 94: St-Pierre vs Penn 2,Dong Hyun Kim,Karo Parisyan,Karo Parisyan,3,5.0,22,5
January 31 2009,UFC 94: St-Pierre vs Penn 2,Nate Diaz,Clay Guida,Clay Guida,3,5.0,22,6
January 31 2009,UFC 94: St-Pierre vs Penn 2,Akihiro Gono,Jon Fitch,Jon Fitch,3,5.0,22,8
January 31 2009,UFC 94: St-Pierre vs Penn 2,Manvel Gamburyan,Thiago Tavares,Thiago Tavares,3,5.0,22,8
January 31 2009,UFC 94: St-Pierre vs Penn 2,Chris Wilson,John Howard,John Howard,3,5.0,22,6
January 31 2009,UFC 94: St-Pierre vs Penn 2,Christian Wellisch,Jake O'Brien,Jake O'Brien,3,5.0,22,6
January 31 2009,UFC 94: St-Pierre vs Penn 2,Matt Arroyo,Dan Cramer,Dan Cramer,3,5.0,22,6
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Jeremy Stephens,Joe Lauzon,Joe Lauzon,2,4.43,3,7
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Denis Stojnic,Cain Velasquez,Cain Velasquez,2,2.34,31,2
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Mac Danzig,Josh Neer,Josh Neer,2,3.36,37,7
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Luigi Fioravanti,Anthony Johnson,Anthony Johnson,1,4.39,30,2
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Rob Emerson,Kurt Pellegrino,Kurt Pellegrino,2,3.14,32,7
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Jake Rosholt,Dan Miller,Dan Miller,1,1.03,10,7
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Matt Grice,Matt Veach,Matt Veach,1,4.34,30,2
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Rich Clementi,Gleison Tibau,Gleison Tibau,1,4.35,10,7
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Derek Downey,Nick Catone,Nick Catone,2,1.15,15,7
February 07 2009,UFC Fight Night: Lauzon vs Stephens,Steve Bruno,Matthew Riddle,Matthew Riddle,3,5.0,22,8
February 21 2009,UFC 95: Sanchez vs Stevenson,Joe Stevenson,Diego Sanchez,Diego Sanchez,3,5.0,22,8
February 21 2009,UFC 95: Sanchez vs Stevenson,Rory Markham,Dan Hardy,Dan Hardy,1,1.09,30,2
February 21 2009,UFC 95: Sanchez vs Stevenson,Wilson Gouveia,Nate Marquardt,Nate Marquardt,3,3.1,7,2
February 21 2009,UFC 95: Sanchez vs Stevenson,Chael Sonnen,Demian Maia,Demian Maia,1,2.37,37,7
February 21 2009,UFC 95: Sanchez vs Stevenson,Josh Koscheck,Paulo Thiago,Paulo Thiago,1,3.29,31,2
February 21 2009,UFC 95: Sanchez vs Stevenson,Brian Cobb,Terry Etim,Terry Etim,2,0.1,16,2
February 21 2009,UFC 95: Sanchez vs Stevenson,Stefan Struve,Junior Dos Santos,Junior Dos Santos,1,0.54,31,2
February 21 2009,UFC 95: Sanchez vs Stevenson,Per Eklund,Evan Dunham,Evan Dunham,1,2.13,30,2
February 21 2009,UFC 95: Sanchez vs Stevenson,Neil Grove,Mike Ciesnolevicz,Mike Ciesnolevicz,1,1.03,13,7
February 21 2009,UFC 95: Sanchez vs Stevenson,Troy Mandaloniz,Paul Kelly,Paul Kelly,3,5.0,22,8
March 07 2009,UFC 96: Jackson vs Jardine,Keith Jardine,Rampage Jackson,Rampage Jackson,3,5.0,22,8
March 07 2009,UFC 96: Jackson vs Jardine,Gabriel Gonzaga,Shane Carwin,Shane Carwin,1,1.09,30,2
March 07 2009,UFC 96: Jackson vs Jardine,Pete Sell,Matt Brown,Matt Brown,1,1.32,31,2
March 07 2009,UFC 96: Jackson vs Jardine,Mark Munoz,Matt Hamill,Matt Hamill,1,3.53,16,2
March 07 2009,UFC 96: Jackson vs Jardine,Jim Miller,Gray Maynard,Gray Maynard,3,5.0,22,8
March 07 2009,UFC 96: Jackson vs Jardine,Ryan Madigan,Tamdan McCrory,Tamdan McCrory,1,3.35,6,2
March 07 2009,UFC 96: Jackson vs Jardine,Jason Day,Kendall Grove,Kendall Grove,1,1.32,30,2
March 07 2009,UFC 96: Jackson vs Jardine,Tim Boetsch,Jason Brilz,Jason Brilz,3,5.0,22,8
March 07 2009,UFC 96: Jackson vs Jardine,Michael Patt,Brandon Vera,Brandon Vera,2,1.27,17,2
March 07 2009,UFC 96: Jackson vs Jardine,Aaron Riley,Shane Nelson,Shane Nelson,1,0.44,30,2
April 01 2009,UFC Fight Night: Condit vs Kampmann,Carlos Condit,Martin Kampmann,Martin Kampmann,3,5.0,22,6
April 01 2009,UFC Fight Night: Condit vs Kampmann,Carmelo Marrero,Ryan Bader,Ryan Bader,3,5.0,22,8
April 01 2009,UFC Fight Night: Condit vs Kampmann,Rafael Dos Anjos,Tyson Griffin,Tyson Griffin,3,5.0,22,8
April 01 2009,UFC Fight Night: Condit vs Kampmann,Junie Browning,Cole Miller,Cole Miller,1,1.58,10,7
April 01 2009,UFC Fight Night: Condit vs Kampmann,Jeremy Stephens,Gleison Tibau,Gleison Tibau,3,5.0,22,8
April 01 2009,UFC Fight Night: Condit vs Kampmann,Matt Horwich,Ricardo Almeida,Ricardo Almeida,3,5.0,22,8
April 01 2009,UFC Fight Night: Condit vs Kampmann,Jesse Sanders,Brock Larson,Brock Larson,1,2.01,32,7
April 01 2009,UFC Fight Night: Condit vs Kampmann,Nick Catone,Tim Credeur,Tim Credeur,2,3.45,10,7
April 01 2009,UFC Fight Night: Condit vs Kampmann,Nissen Osterneck,Jorge Rivera,Jorge Rivera,3,5.0,22,6
April 01 2009,UFC Fight Night: Condit vs Kampmann,Joe Vedepo,Rob Kimmons,Rob Kimmons,1,1.54,10,7
April 01 2009,UFC Fight Night: Condit vs Kampmann,Tim McKenzie,Aaron Simpson,Aaron Simpson,1,1.4,31,2
April 18 2009,UFC 97: Redemption,Thales Leites,Anderson Silva,Anderson Silva,5,5.0,22,8
April 18 2009,UFC 97: Redemption,Matt Wiman,Sam Stout,Sam Stout,3,5.0,22,8
April 18 2009,UFC 97: Redemption,Chuck Liddell,Mauricio Rua,Mauricio Rua,1,4.28,30,2
April 18 2009,UFC 97: Redemption,Brian Stann,Krzysztof Soszynski,Krzysztof Soszynski,1,3.53,18,7
April 18 2009,UFC 97: Redemption,Antoni Hardonk,Cheick Kongo,Cheick Kongo,2,2.29,31,2
April 18 2009,UFC 97: Redemption,Steve Cantwell,Luiz Cane,Luiz Cane,3,5.0,22,8
April 18 2009,UFC 97: Redemption,Xavier Foupa-Pokam,Denis Kang,Denis Kang,3,5.0,22,8
April 18 2009,UFC 97: Redemption,Jason MacDonald,Nate Quarry,Nate Quarry,1,2.27,6,2
April 18 2009,UFC 97: Redemption,David Loiseau,Ed Herman,Ed Herman,3,5.0,22,8
April 18 2009,UFC 97: Redemption,David Bielkheden,Mark Bocek,Mark Bocek,1,4.57,32,7
April 18 2009,UFC 97: Redemption,Ryo Chonan,TJ Grant,TJ Grant,3,5.0,22,6
April 18 2009,UFC 97: Redemption,Vinny Magalhaes,Eliot Marshall,Eliot Marshall,3,5.0,22,8
May 23 2009,UFC 98: Evans vs Machida,Rashad Evans,Lyoto Machida,Lyoto Machida,2,3.57,30,2
May 23 2009,UFC 98: Evans vs Machida,Matt Serra,Matt Hughes,Matt Hughes,3,5.0,22,8
May 23 2009,UFC 98: Evans vs Machida,Xavier Foupa-Pokam,Drew McFedries,Drew McFedries,1,0.37,31,2
May 23 2009,UFC 98: Evans vs Machida,Dan Miller,Chael Sonnen,Chael Sonnen,3,5.0,22,8
May 23 2009,UFC 98: Evans vs Machida,Sean Sherk,Frankie Edgar,Frankie Edgar,3,5.0,22,8
May 23 2009,UFC 98: Evans vs Machida,Mike Pyle,Brock Larson,Brock Larson,1,3.06,2,7
May 23 2009,UFC 98: Evans vs Machida,Pat Barry,Tim Hague,Tim Hague,1,1.42,10,7
May 23 2009,UFC 98: Evans vs Machida,Phillipe Nover,Kyle Bradley,Kyle Bradley,1,1.03,31,2
May 23 2009,UFC 98: Evans vs Machida,Andre Gusmao,Krzysztof Soszynski,Krzysztof Soszynski,1,3.17,30,2
May 23 2009,UFC 98: Evans vs Machida,Brandon Wolff,Yoshiyuki Yoshida,Yoshiyuki Yoshida,1,2.24,10,7
May 23 2009,UFC 98: Evans vs Machida,David Kaplan,George Roop,George Roop,3,5.0,22,6
June 13 2009,UFC 99: The Comeback,Wanderlei Silva,Rich Franklin,Rich Franklin,3,5.0,22,8
June 13 2009,UFC 99: The Comeback,Cheick Kongo,Cain Velasquez,Cain Velasquez,3,5.0,22,8
June 13 2009,UFC 99: The Comeback,Mostapha Al-Turk,Mirko Cro Cop,Mirko Cro Cop,1,3.06,31,2
June 13 2009,UFC 99: The Comeback,Ben Saunders,Mike Swick,Mike Swick,2,3.47,31,2
June 13 2009,UFC 99: The Comeback,Caol Uno,Spencer Fisher,Spencer Fisher,3,5.0,22,8
June 13 2009,UFC 99: The Comeback,Marcus Davis,Dan Hardy,Dan Hardy,3,5.0,22,6
June 13 2009,UFC 99: The Comeback,Justin Buchholz,Terry Etim,Terry Etim,2,2.38,4,7
June 13 2009,UFC 99: The Comeback,Dale Hartt,Dennis Siver,Dennis Siver,1,3.23,32,7
June 13 2009,UFC 99: The Comeback,Peter Sobotta,Paul Taylor,Paul Taylor,3,5.0,22,8
June 13 2009,UFC 99: The Comeback,Rolando Delgado,Paul Kelly,Paul Kelly,3,5.0,22,8
June 13 2009,UFC 99: The Comeback,Denis Stojnic,Stefan Struve,Stefan Struve,2,2.37,32,7
June 13 2009,UFC 99: The Comeback,Rick Story,John Hathaway,John Hathaway,3,5.0,22,8
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Clay Guida,Diego Sanchez,Diego Sanchez,3,5.0,22,6
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,DaMarques Johnson,James Wilks,James Wilks,1,4.54,32,7
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Kevin Burns,Chris Lytle,Chris Lytle,3,5.0,22,8
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Andre Winner,Ross Pearson,Ross Pearson,3,5.0,22,8
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Nate Diaz,Joe Stevenson,Joe Stevenson,3,5.0,22,8
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Gleison Tibau,Melvin Guillard,Melvin Guillard,3,5.0,22,6
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Edgar Garcia,Brad Blackburn,Brad Blackburn,3,5.0,22,6
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Mike Ciesnolevicz,Tomasz Drwal,Tomasz Drwal,1,4.48,19,2
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Frank Lester,Nick Osipczak,Nick Osipczak,1,3.4,32,7
June 20 2009,The Ultimate Fighter: Team US vs Team UK Finale,Cameron Dollar,Jason Dent,Jason Dent,1,4.46,0,7
July 11 2009,UFC 100,Paulo Thiago,Jon Fitch,Jon Fitch,3,5.0,22,8
July 11 2009,UFC 100,Frank Mir,Brock Lesnar,Brock Lesnar,2,1.48,31,2
July 11 2009,UFC 100,Thiago Alves,Georges St-Pierre,Georges St-Pierre,5,5.0,22,8
July 11 2009,UFC 100,Michael Bisping,Dan Henderson,Dan Henderson,2,3.2,30,2
July 11 2009,UFC 100,Alan Belcher,Yoshihiro Akiyama,Yoshihiro Akiyama,3,5.0,22,6
July 11 2009,UFC 100,Stephan Bonnar,Mark Coleman,Mark Coleman,3,5.0,22,8
July 11 2009,UFC 100,Mac Danzig,Jim Miller,Jim Miller,3,5.0,22,8
July 11 2009,UFC 100,Jake O'Brien,Jon Jones,Jon Jones,2,2.43,10,7
July 11 2009,UFC 100,TJ Grant,Dong Hyun Kim,Dong Hyun Kim,3,5.0,22,8
July 11 2009,UFC 100,CB Dollaway,Tom Lawlor,Tom Lawlor,1,0.55,10,7
July 11 2009,UFC 100,Matt Grice,Shannon Gugerty,Shannon Gugerty,1,2.36,10,7
August 08 2009,UFC 101: Declaration,Kenny Florian,BJ Penn,BJ Penn,4,3.54,32,7
August 08 2009,UFC 101: Declaration,Forrest Griffin,Anderson Silva,Anderson Silva,1,3.23,30,2
August 08 2009,UFC 101: Declaration,Shane Nelson,Aaron Riley,Aaron Riley,3,5.0,22,8
August 08 2009,UFC 101: Declaration,Amir Sadollah,Johny Hendricks,Johny Hendricks,1,0.29,31,2
August 08 2009,UFC 101: Declaration,Kendall Grove,Ricardo Almeida,Ricardo Almeida,3,5.0,22,8
August 08 2009,UFC 101: Declaration,Josh Neer,Kurt Pellegrino,Kurt Pellegrino,3,5.0,22,8
August 08 2009,UFC 101: Declaration,Tamdan McCrory,John Howard,John Howard,3,5.0,22,6
August 08 2009,UFC 101: Declaration,Thales Leites,Alessio Sakara,Alessio Sakara,3,5.0,22,6
August 08 2009,UFC 101: Declaration,Dan Cramer,Matthew Riddle,Matthew Riddle,3,5.0,22,8
August 08 2009,UFC 101: Declaration,George Roop,George Sotiropoulos,George Sotiropoulos,2,1.59,18,7
August 08 2009,UFC 101: Declaration,Danillo Villefort,Jesse Lennox,Jesse Lennox,3,3.37,22,2
August 29 2009,UFC 102: Couture vs Nogueira,Randy Couture,Minotauro Nogueira,Minotauro Nogueira,3,5.0,22,8
August 29 2009,UFC 102: Couture vs Nogueira,Keith Jardine,Thiago Silva,Thiago Silva,1,1.35,30,2
August 29 2009,UFC 102: Couture vs Nogueira,Chris Leben,Jake Rosholt,Jake Rosholt,3,1.3,2,7
August 29 2009,UFC 102: Couture vs Nogueira,Demian Maia,Nate Marquardt,Nate Marquardt,1,0.21,30,2
August 29 2009,UFC 102: Couture vs Nogueira,Krzysztof Soszynski,Brandon Vera,Brandon Vera,3,5.0,22,8
August 29 2009,UFC 102: Couture vs Nogueira,Ed Herman,Aaron Simpson,Aaron Simpson,2,0.17,22,2
August 29 2009,UFC 102: Couture vs Nogueira,Chris Tuchscherer,Gabriel Gonzaga,Gabriel Gonzaga,1,2.27,31,2
August 29 2009,UFC 102: Couture vs Nogueira,Justin McCully,Mike Russow,Mike Russow,3,5.0,22,8
August 29 2009,UFC 102: Couture vs Nogueira,Tim Hague,Todd Duffee,Todd Duffee,1,0.07,30,2
August 29 2009,UFC 102: Couture vs Nogueira,Nick Catone,Mark Munoz,Mark Munoz,3,5.0,22,6
August 29 2009,UFC 102: Couture vs Nogueira,Marcus Aurelio,Evan Dunham,Evan Dunham,3,5.0,22,6
September 16 2009,UFC Fight Night: Diaz vs Guillard,Melvin Guillard,Nate Diaz,Nate Diaz,2,2.13,10,7
September 16 2009,UFC Fight Night: Diaz vs Guillard,Roger Huerta,Gray Maynard,Gray Maynard,3,5.0,22,6
September 16 2009,UFC Fight Night: Diaz vs Guillard,Jake Ellenberger,Carlos Condit,Carlos Condit,3,5.0,22,6
September 16 2009,UFC Fight Night: Diaz vs Guillard,Tim Credeur,Nate Quarry,Nate Quarry,3,5.0,22,8
September 16 2009,UFC Fight Night: Diaz vs Guillard,Steve Cantwell,Brian Stann,Brian Stann,3,5.0,22,8
September 16 2009,UFC Fight Night: Diaz vs Guillard,Chris Wilson,Mike Pyle,Mike Pyle,3,2.15,10,7
September 16 2009,UFC Fight Night: Diaz vs Guillard,Jay Silva,CB Dollaway,CB Dollaway,3,5.0,22,8
September 16 2009,UFC Fight Night: Diaz vs Guillard,Justin Buchholz,Jeremy Stephens,Jeremy Stephens,1,3.23,22,2
September 16 2009,UFC Fight Night: Diaz vs Guillard,Brock Larson,Mike Pierce,Mike Pierce,3,5.0,22,8
September 16 2009,UFC Fight Night: Diaz vs Guillard,Steve Steinbeiss,Ryan Jensen,Ryan Jensen,1,3.56,10,7
September 19 2009,UFC 103: Franklin vs Belfort,Rich Franklin,Vitor Belfort,Vitor Belfort,1,3.02,30,2
September 19 2009,UFC 103: Franklin vs Belfort,Mirko Cro Cop,Junior Dos Santos,Junior Dos Santos,3,2.0,31,2
September 19 2009,UFC 103: Franklin vs Belfort,Martin Kampmann,Paul Daley,Paul Daley,1,2.31,31,2
September 19 2009,UFC 103: Franklin vs Belfort,Frank Trigg,Josh Koscheck,Josh Koscheck,1,1.25,30,2
September 19 2009,UFC 103: Franklin vs Belfort,Hermes Franca,Tyson Griffin,Tyson Griffin,2,3.26,30,2
September 19 2009,UFC 103: Franklin vs Belfort,Cole Miller,Efrain Escudero,Efrain Escudero,1,3.36,30,2
September 19 2009,UFC 103: Franklin vs Belfort,Drew McFedries,Tomasz Drwal,Tomasz Drwal,2,1.03,32,7
September 19 2009,UFC 103: Franklin vs Belfort,Steve Lopez,Jim Miller,Jim Miller,2,0.48,22,2
September 19 2009,UFC 103: Franklin vs Belfort,Rafaello Oliveira,Nik Lentz,Nik Lentz,3,5.0,22,8
September 19 2009,UFC 103: Franklin vs Belfort,Brian Foster,Rick Story,Rick Story,2,1.09,2,7
September 19 2009,UFC 103: Franklin vs Belfort,Jason Brilz,Eliot Marshall,Eliot Marshall,3,5.0,22,6
September 19 2009,UFC 103: Franklin vs Belfort,Igor Pokrajac,Vladimir Matyushenko,Vladimir Matyushenko,3,5.0,22,8
September 19 2009,UFC 103: Franklin vs Belfort,Rob Emerson,Rafael Dos Anjos,Rafael Dos Anjos,3,5.0,22,8
October 24 2009,UFC 104: Machida vs Shogun,Mauricio Rua,Lyoto Machida,Lyoto Machida,5,5.0,22,8
October 24 2009,UFC 104: Machida vs Shogun,Ben Rothwell,Cain Velasquez,Cain Velasquez,2,0.58,31,2
October 24 2009,UFC 104: Machida vs Shogun,Josh Neer,Gleison Tibau,Gleison Tibau,3,5.0,22,8
October 24 2009,UFC 104: Machida vs Shogun,Spencer Fisher,Joe Stevenson,Joe Stevenson,2,4.03,6,2
October 24 2009,UFC 104: Machida vs Shogun,Yoshiyuki Yoshida,Anthony Johnson,Anthony Johnson,1,0.41,30,2
October 24 2009,UFC 104: Machida vs Shogun,Eric Schafer,Ryan Bader,Ryan Bader,3,5.0,22,8
October 24 2009,UFC 104: Machida vs Shogun,Antoni Hardonk,Pat Barry,Pat Barry,2,2.3,31,2
October 24 2009,UFC 104: Machida vs Shogun,Yushin Okami,Chael Sonnen,Chael Sonnen,3,5.0,22,8
October 24 2009,UFC 104: Machida vs Shogun,Rob Kimmons,Jorge Rivera,Jorge Rivera,3,1.53,31,2
October 24 2009,UFC 104: Machida vs Shogun,Razak Al-Hassan,Kyle Kingsbury,Kyle Kingsbury,3,5.0,22,6
October 24 2009,UFC 104: Machida vs Shogun,Chase Gormley,Stefan Struve,Stefan Struve,1,4.04,37,7
November 14 2009,UFC 105: Couture vs Vera,Brandon Vera,Randy Couture,Randy Couture,3,5.0,22,8
November 14 2009,UFC 105: Couture vs Vera,Mike Swick,Dan Hardy,Dan Hardy,3,5.0,22,8
November 14 2009,UFC 105: Couture vs Vera,Denis Kang,Michael Bisping,Michael Bisping,2,4.24,31,2
November 14 2009,UFC 105: Couture vs Vera,James Wilks,Matt Brown,Matt Brown,3,2.27,31,2
November 14 2009,UFC 105: Couture vs Vera,Aaron Riley,Ross Pearson,Ross Pearson,2,4.38,22,2
November 14 2009,UFC 105: Couture vs Vera,Paul Taylor,John Hathaway,John Hathaway,3,5.0,22,8
November 14 2009,UFC 105: Couture vs Vera,Shannon Gugerty,Terry Etim,Terry Etim,2,1.24,10,7
November 14 2009,UFC 105: Couture vs Vera,Matthew Riddle,Nick Osipczak,Nick Osipczak,3,3.53,31,2
November 14 2009,UFC 105: Couture vs Vera,Paul Kelly,Dennis Siver,Dennis Siver,2,2.53,31,2
November 14 2009,UFC 105: Couture vs Vera,Jared Hamman,Alexander Gustafsson,Alexander Gustafsson,1,0.41,30,2
November 14 2009,UFC 105: Couture vs Vera,Rolando Delgado,Andre Winner,Andre Winner,1,3.22,30,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Tito Ortiz,Forrest Griffin,Forrest Griffin,3,5.0,22,6
November 21 2009,UFC 106: Ortiz vs Griffin 2,Anthony Johnson,Josh Koscheck,Josh Koscheck,2,4.47,32,7
November 21 2009,UFC 106: Ortiz vs Griffin 2,Jacob Volkmann,Paulo Thiago,Paulo Thiago,3,5.0,22,8
November 21 2009,UFC 106: Ortiz vs Griffin 2,Luiz Cane,Rogerio Nogueira,Rogerio Nogueira,1,1.56,30,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Phil Baroni,Amir Sadollah,Amir Sadollah,3,5.0,22,8
November 21 2009,UFC 106: Ortiz vs Griffin 2,Marcus Davis,Ben Saunders,Ben Saunders,1,3.24,19,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Jake Rosholt,Kendall Grove,Kendall Grove,1,3.59,37,7
November 21 2009,UFC 106: Ortiz vs Griffin 2,Brock Larson,Brian Foster,Brian Foster,2,3.25,31,2
November 21 2009,UFC 106: Ortiz vs Griffin 2,Fabricio Camoes,Caol Uno,Caol Uno,3,5.0,22,3
November 21 2009,UFC 106: Ortiz vs Griffin 2,Jason Dent,George Sotiropoulos,George Sotiropoulos,2,4.36,3,7
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Brendan Schaub,Roy Nelson,Roy Nelson,1,3.45,30,2
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Jon Jones,Matt Hamill,Matt Hamill,1,4.14,22,1
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Houston Alexander,Kevin Ferguson,Kevin Ferguson,3,5.0,22,8
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Matt Veach,Frankie Edgar,Frankie Edgar,2,2.2,32,7
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Marcus Jones,Matt Mitrione,Matt Mitrione,2,0.1,31,2
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Darrill Schoonover,James McSweeney,James McSweeney,3,3.2,19,2
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Justin Wren,Jon Madsen,Jon Madsen,3,5.0,22,6
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Rodney Wallace,Brian Stann,Brian Stann,3,5.0,22,8
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Dennis Hallman,John Howard,John Howard,3,4.55,31,2
December 05 2009,The Ultimate Fighter: Heavyweights Finale,Joe Brammer,Mark Bocek,Mark Bocek,1,3.36,32,7
December 12 2009,UFC 107: Penn vs Sanchez,Diego Sanchez,BJ Penn,BJ Penn,5,2.37,22,2
December 12 2009,UFC 107: Penn vs Sanchez,Cheick Kongo,Frank Mir,Frank Mir,1,1.12,10,7
December 12 2009,UFC 107: Penn vs Sanchez,Mike Pierce,Jon Fitch,Jon Fitch,3,5.0,22,8
December 12 2009,UFC 107: Penn vs Sanchez,Clay Guida,Kenny Florian,Kenny Florian,2,2.19,32,7
December 12 2009,UFC 107: Penn vs Sanchez,Paul Buentello,Stefan Struve,Stefan Struve,3,5.0,22,3
December 12 2009,UFC 107: Penn vs Sanchez,Wilson Gouveia,Alan Belcher,Alan Belcher,1,3.03,31,2
December 12 2009,UFC 107: Penn vs Sanchez,Shane Nelson,Matt Wiman,Matt Wiman,3,5.0,22,8
December 12 2009,UFC 107: Penn vs Sanchez,Ricardo Funch,Johny Hendricks,Johny Hendricks,3,5.0,22,8
December 12 2009,UFC 107: Penn vs Sanchez,Lucio Linhares,Rousimar Palhares,Rousimar Palhares,2,3.21,13,7
December 12 2009,UFC 107: Penn vs Sanchez,Edgar Garcia,DaMarques Johnson,DaMarques Johnson,1,4.03,37,7
December 12 2009,UFC 107: Penn vs Sanchez,Kevin Burns,TJ Grant,TJ Grant,1,4.57,30,2
January 02 2010,UFC 108: Evans vs Silva,Thiago Silva,Rashad Evans,Rashad Evans,3,5.0,22,8
January 02 2010,UFC 108: Evans vs Silva,Dustin Hazelett,Paul Daley,Paul Daley,1,2.24,30,2
January 02 2010,UFC 108: Evans vs Silva,Joe Lauzon,Sam Stout,Sam Stout,3,5.0,22,8
January 02 2010,UFC 108: Evans vs Silva,Duane Ludwig,Jim Miller,Jim Miller,1,2.31,3,7
January 02 2010,UFC 108: Evans vs Silva,Gilbert Yvel,Junior Dos Santos,Junior Dos Santos,1,2.07,30,2
January 02 2010,UFC 108: Evans vs Silva,Jacob Volkmann,Martin Kampmann,Martin Kampmann,1,4.03,10,7
January 02 2010,UFC 108: Evans vs Silva,Dan Lauzon,Cole Miller,Cole Miller,1,3.05,37,7
January 02 2010,UFC 108: Evans vs Silva,Ryan Jensen,Mark Munoz,Mark Munoz,1,2.3,31,2
January 02 2010,UFC 108: Evans vs Silva,Mike Pyle,Jake Ellenberger,Jake Ellenberger,2,0.22,30,2
January 02 2010,UFC 108: Evans vs Silva,John Gunderson,Rafaello Oliveira,Rafaello Oliveira,3,5.0,22,8
January 11 2010,UFC Fight Night: Maynard vs Diaz,Nate Diaz,Gray Maynard,Gray Maynard,3,5.0,22,6
January 11 2010,UFC Fight Night: Maynard vs Diaz,Efrain Escudero,Evan Dunham,Evan Dunham,3,1.59,3,7
January 11 2010,UFC Fight Night: Maynard vs Diaz,Tom Lawlor,Aaron Simpson,Aaron Simpson,3,5.0,22,6
January 11 2010,UFC Fight Night: Maynard vs Diaz,Brad Blackburn,Amir Sadollah,Amir Sadollah,3,5.0,22,8
January 11 2010,UFC Fight Night: Maynard vs Diaz,Jay Silva,Chris Leben,Chris Leben,3,5.0,22,8
January 11 2010,UFC Fight Night: Maynard vs Diaz,Jesse Lennox,Rick Story,Rick Story,3,5.0,22,6
January 11 2010,UFC Fight Night: Maynard vs Diaz,Nik Lentz,Thiago Tavares,Thiago Tavares,3,5.0,22,3
January 11 2010,UFC Fight Night: Maynard vs Diaz,Mike Guymon,Rory MacDonald,Rory MacDonald,1,4.27,3,7
January 11 2010,UFC Fight Night: Maynard vs Diaz,Kyle Bradley,Rafael Dos Anjos,Rafael Dos Anjos,3,5.0,22,8
January 11 2010,UFC Fight Night: Maynard vs Diaz,John Salter,Gerald Harris,Gerald Harris,3,3.24,31,2
January 11 2010,UFC Fight Night: Maynard vs Diaz,Jesse Forbes,Nick Catone,Nick Catone,3,5.0,22,6
February 06 2010,UFC 109: Relentless,Mark Coleman,Randy Couture,Randy Couture,2,1.09,32,7
February 06 2010,UFC 109: Relentless,Nate Marquardt,Chael Sonnen,Chael Sonnen,3,5.0,22,8
February 06 2010,UFC 109: Relentless,Mike Swick,Paulo Thiago,Paulo Thiago,2,1.54,4,7
February 06 2010,UFC 109: Relentless,Dan Miller,Demian Maia,Demian Maia,3,5.0,22,8
February 06 2010,UFC 109: Relentless,Frank Trigg,Matt Serra,Matt Serra,1,2.23,30,2
February 06 2010,UFC 109: Relentless,Justin Buchholz,Mac Danzig,Mac Danzig,3,5.0,22,8
February 06 2010,UFC 109: Relentless,Ronys Torres,Melvin Guillard,Melvin Guillard,3,5.0,22,8
February 06 2010,UFC 109: Relentless,Phillipe Nover,Rob Emerson,Rob Emerson,3,5.0,22,8
February 06 2010,UFC 109: Relentless,Brian Stann,Phil Davis,Phil Davis,3,5.0,22,8
